,Country,Region,Var,Year,Value
383,Lebanon,Middle East and North Africa,Freedom to make life choices,% Change,-4.780475030730883
384,Lesotho,Sub-Saharan Africa,Freedom to make life choices,% Change,-3.133051180278322
385,Liberia,Sub-Saharan Africa,Freedom to make life choices,% Change,-0.03654609472897091
386,Libya,Middle East and North Africa,Freedom to make life choices,% Change,-0.2789861563964466
387,Lithuania,Central and Eastern Europe,Freedom to make life choices,% Change,3.427774536587406
388,Luxembourg,Western Europe,Freedom to make life choices,% Change,0.15056483538322113
389,Macedonia,Central and Eastern Europe,Freedom to make life choices,% Change,
390,Madagascar,Sub-Saharan Africa,Freedom to make life choices,% Change,-0.9997044464546171
391,Malawi,Sub-Saharan Africa,Freedom to make life choices,% Change,-2.891250302828342
392,Malaysia,Southeast Asia,Freedom to make life choices,% Change,0.04170945657370159
393,Maldives,South Asia,Freedom to make life choices,% Change,0.004358620880832525
394,Mali,Sub-Saharan Africa,Freedom to make life choices,% Change,-2.047054936494668
395,Malta,Western Europe,Freedom to make life choices,% Change,0.22581199798525792
396,Mauritania,Sub-Saharan Africa,Freedom to make life choices,% Change,1.7184151307045612
397,Mauritius,Sub-Saharan Africa,Freedom to make life choices,% Change,-2.533294904695956
398,Mexico,Latin America and Caribbean,Freedom to make life choices,% Change,0.38321747440864573
399,Moldova,Commonwealth of Independent States,Freedom to make life choices,% Change,13.912077129562544
400,Mongolia,East Asia,Freedom to make life choices,% Change,2.1127343971857186
401,Montenegro,Central and Eastern Europe,Freedom to make life choices,% Change,8.995913526133762
402,Morocco,Middle East and North Africa,Freedom to make life choices,% Change,0.24966129019961766
403,Mozambique,Sub-Saharan Africa,Freedom to make life choices,% Change,2.029970123785429
404,Myanmar,Southeast Asia,Freedom to make life choices,% Change,-2.1311284188610573
405,Namibia,Sub-Saharan Africa,Freedom to make life choices,% Change,-6.321777029663004
406,Nepal,South Asia,Freedom to make life choices,% Change,-1.9515703623936218
407,Netherlands,Western Europe,Freedom to make life choices,% Change,0.49003265506710764
408,New Zealand,North America and ANZ,Freedom to make life choices,% Change,-0.770919909125764
409,Nicaragua,Latin America and Caribbean,Freedom to make life choices,% Change,-3.229861604337053
410,Niger,Sub-Saharan Africa,Freedom to make life choices,% Change,6.084439881567549
411,Nigeria,Sub-Saharan Africa,Freedom to make life choices,% Change,-2.9724919497349562
412,North Cyprus,Western Europe,Freedom to make life choices,% Change,-0.03690587139331702
413,North Macedonia,Central and Eastern Europe,Freedom to make life choices,% Change,
414,Norway,Western Europe,Freedom to make life choices,% Change,0.4446467929755367
415,Pakistan,South Asia,Freedom to make life choices,% Change,-1.2021382246944472
416,Palestinian Territories,Middle East and North Africa,Freedom to make life choices,% Change,1.1161756275488648
417,Panama,Latin America and Caribbean,Freedom to make life choices,% Change,-0.9503432902076941
418,Paraguay,Latin America and Caribbean,Freedom to make life choices,% Change,-1.1201244369370962
419,Peru,Latin America and Caribbean,Freedom to make life choices,% Change,-0.33537981293773106
420,Philippines,Southeast Asia,Freedom to make life choices,% Change,0.16784416716548406
421,Poland,Central and Eastern Europe,Freedom to make life choices,% Change,-2.4425077254774714
422,Portugal,Western Europe,Freedom to make life choices,% Change,0.3659293401061346
423,Romania,Central and Eastern Europe,Freedom to make life choices,% Change,0.25827397512559885
424,Russia,Commonwealth of Independent States,Freedom to make life choices,% Change,-1.6293646222028102
425,Rwanda,Sub-Saharan Africa,Freedom to make life choices,% Change,-0.3985618724899832
426,Saudi Arabia,Middle East and North Africa,Freedom to make life choices,% Change,2.6702165539875264
427,Senegal,Sub-Saharan Africa,Freedom to make life choices,% Change,0.6376862826560348
428,Serbia,Central and Eastern Europe,Freedom to make life choices,% Change,7.089391790644497
429,Sierra Leone,Sub-Saharan Africa,Freedom to make life choices,% Change,0.23555439161153163
430,Singapore,Southeast Asia,Freedom to make life choices,% Change,0.038273650670144245
431,Slovakia,Central and Eastern Europe,Freedom to make life choices,% Change,2.1397784895423984
432,Slovenia,Central and Eastern Europe,Freedom to make life choices,% Change,1.3734421106472794
433,South Africa,Sub-Saharan Africa,Freedom to make life choices,% Change,-1.3604220459093193
434,South Korea,East Asia,Freedom to make life choices,% Change,9.631036469421757
435,South Sudan,Sub-Saharan Africa,Freedom to make life choices,% Change,
436,Spain,Western Europe,Freedom to make life choices,% Change,1.1982157310397636
437,Sri Lanka,South Asia,Freedom to make life choices,% Change,0.40188582725176303
438,Swaziland,Sub-Saharan Africa,Freedom to make life choices,% Change,0.027476790324630834
439,Sweden,Western Europe,Freedom to make life choices,% Change,0.6235257628606399
440,Switzerland,Western Europe,Freedom to make life choices,% Change,-0.25361533131931296
441,Taiwan Province of China,East Asia,Freedom to make life choices,% Change,1.6162255085940676
442,Tajikistan,Commonwealth of Independent States,Freedom to make life choices,% Change,0.07416469883911733
443,Tanzania,Sub-Saharan Africa,Freedom to make life choices,% Change,1.3949708289225113
444,Thailand,Southeast Asia,Freedom to make life choices,% Change,-2.3272448693637022
445,Togo,Sub-Saharan Africa,Freedom to make life choices,% Change,-4.744114430061278
446,Trinidad and Tobago,Latin America and Caribbean,Freedom to make life choices,% Change,
447,Tunisia,Middle East and North Africa,Freedom to make life choices,% Change,10.556538801855677
448,Turkey,Middle East and North Africa,Freedom to make life choices,% Change,-5.392380077598355
449,Turkmenistan,Commonwealth of Independent States,Freedom to make life choices,% Change,6.115620598803213
450,Uganda,Sub-Saharan Africa,Freedom to make life choices,% Change,-3.1042118260773828
451,Ukraine,Commonwealth of Independent States,Freedom to make life choices,% Change,9.18711813275839
452,United Arab Emirates,Middle East and North Africa,Freedom to make life choices,% Change,-0.9927824450149552
453,United Kingdom,Western Europe,Freedom to make life choices,% Change,2.905840632307438
454,United States,North America and ANZ,Freedom to make life choices,% Change,-0.6669128529037307
455,Uruguay,Latin America and Caribbean,Freedom to make life choices,% Change,0.403919927259781
456,Uzbekistan,Commonwealth of Independent States,Freedom to make life choices,% Change,-0.5126282726068362
457,Venezuela,Latin America and Caribbean,Freedom to make life choices,% Change,-1.3281899489140037
458,Vietnam,Southeast Asia,Freedom to make life choices,% Change,0.04332120595066788
459,Yemen,Middle East and North Africa,Freedom to make life choices,% Change,0.34666723123057913
460,Zambia,Sub-Saharan Africa,Freedom to make life choices,% Change,-3.0378485087548373
461,Zimbabwe,Sub-Saharan Africa,Freedom to make life choices,% Change,-4.843281325927707
462,Afghanistan,South Asia,Generosity,2020,-0.0964294
463,Albania,Central and Eastern Europe,Generosity,2020,-0.042309489
464,Algeria,Middle East and North Africa,Generosity,2020,-0.121105164
465,Argentina,Latin America and Caribbean,Generosity,2020,-0.194913864
466,Armenia,Commonwealth of Independent States,Generosity,2020,-0.13877961
467,Australia,North America and ANZ,Generosity,2020,0.19046016
468,Austria,Western Europe,Generosity,2020,0.085429221
469,Azerbaijan,Commonwealth of Independent States,Generosity,2020,-0.240255281
470,Bahrain,Middle East and North Africa,Generosity,2020,0.13372919
471,Bangladesh,South Asia,Generosity,2020,-0.033664726
472,Belarus,Commonwealth of Independent States,Generosity,2020,-0.164926544
473,Belgium,Western Europe,Generosity,2020,-0.078691199
474,Benin,Sub-Saharan Africa,Generosity,2020,-0.003537213
475,Bolivia,Latin America and Caribbean,Generosity,2020,-0.09168113
476,Bosnia and Herzegovina,Central and Eastern Europe,Generosity,2020,0.098274559
477,Botswana,Sub-Saharan Africa,Generosity,2020,-0.250394493
478,Brazil,Latin America and Caribbean,Generosity,2020,-0.101812392
479,Bulgaria,Central and Eastern Europe,Generosity,2020,-0.143908441
480,Burkina Faso,Sub-Saharan Africa,Generosity,2020,-0.019080516
481,Burundi,Sub-Saharan Africa,Generosity,2020,-0.017551597
482,Cambodia,Southeast Asia,Generosity,2020,0.051911179
483,Cameroon,Sub-Saharan Africa,Generosity,2020,-0.00149645
484,Canada,North America and ANZ,Generosity,2020,0.124770768
485,Central African Republic,Sub-Saharan Africa,Generosity,2020,0.082410358
486,Chad,Sub-Saharan Africa,Generosity,2020,0.017834719
487,Chile,Latin America and Caribbean,Generosity,2020,-0.065668367
488,China,East Asia,Generosity,2020,-0.18142575
489,Colombia,Latin America and Caribbean,Generosity,2020,-0.161235645
490,Comoros,Sub-Saharan Africa,Generosity,2020,0.090008408
491,Congo (Brazzaville),Sub-Saharan Africa,Generosity,2020,-0.123674095
492,Congo (Kinshasa),Sub-Saharan Africa,Generosity,2020,0.083637655
493,Costa Rica,Latin America and Caribbean,Generosity,2020,-0.10242971
494,Croatia,Central and Eastern Europe,Generosity,2020,-0.128538325
495,Cyprus,Western Europe,Generosity,2020,0.043731496
496,Czech Republic,Central and Eastern Europe,Generosity,2020,-0.230861515
497,Denmark,Western Europe,Generosity,2020,0.066201776
498,Dominican Republic,Latin America and Caribbean,Generosity,2020,-0.131263286
499,Ecuador,Latin America and Caribbean,Generosity,2020,-0.127014965
500,Egypt,Middle East and North Africa,Generosity,2020,-0.196878314
501,El Salvador,Latin America and Caribbean,Generosity,2020,-0.121072978
502,Estonia,Central and Eastern Europe,Generosity,2020,-0.111697771
503,Ethiopia,Sub-Saharan Africa,Generosity,2020,0.043377332
504,Finland,Western Europe,Generosity,2020,-0.059482019
505,France,Western Europe,Generosity,2020,-0.130641967
506,Gabon,Sub-Saharan Africa,Generosity,2020,-0.222261623
507,Gambia,Sub-Saharan Africa,Generosity,2020,0.343198717
508,Georgia,Commonwealth of Independent States,Generosity,2020,-0.22892037
509,Germany,Western Europe,Generosity,2020,0.080179386
510,Ghana,Sub-Saharan Africa,Generosity,2020,0.094170853
511,Greece,Western Europe,Generosity,2020,-0.300907373
512,Guatemala,Latin America and Caribbean,Generosity,2020,-0.042938665
513,Guinea,Sub-Saharan Africa,Generosity,2020,0.076328471
514,Haiti,Latin America and Caribbean,Generosity,2020,0.40053457
515,Honduras,Latin America and Caribbean,Generosity,2020,0.086969115
516,Hong Kong S.A.R. of China,East Asia,Generosity,2020,0.134979904
517,Hungary,Central and Eastern Europe,Generosity,2020,-0.194323018
518,Iceland,Western Europe,Generosity,2020,0.246944219
519,India,South Asia,Generosity,2020,0.057551607
520,Indonesia,Southeast Asia,Generosity,2020,0.519586504
521,Iran,Middle East and North Africa,Generosity,2020,0.117891103
522,Iraq,Middle East and North Africa,Generosity,2020,-0.06956476
523,Ireland,Western Europe,Generosity,2020,0.145784974
524,Israel,Middle East and North Africa,Generosity,2020,0.10259372
525,Italy,Western Europe,Generosity,2020,-0.043460999
526,Ivory Coast,Sub-Saharan Africa,Generosity,2020,-0.043991156
527,Jamaica,Latin America and Caribbean,Generosity,2020,-0.125106767
528,Japan,East Asia,Generosity,2020,-0.246910349
529,Jordan,Middle East and North Africa,Generosity,2020,-0.162565202
530,Kazakhstan,Commonwealth of Independent States,Generosity,2020,-0.068488635
531,Kenya,Sub-Saharan Africa,Generosity,2020,0.294681519
532,Kosovo,Central and Eastern Europe,Generosity,2020,0.190933764
533,Kuwait,Middle East and North Africa,Generosity,2020,-0.100184701
534,Kyrgyzstan,Commonwealth of Independent States,Generosity,2020,0.154772058
535,Laos,Southeast Asia,Generosity,2020,0.11137148
536,Latvia,Central and Eastern Europe,Generosity,2020,-0.186888844
537,Lebanon,Middle East and North Africa,Generosity,2020,-0.06121527
538,Lesotho,Sub-Saharan Africa,Generosity,2020,-0.145732045
539,Liberia,Sub-Saharan Africa,Generosity,2020,0.04227322
540,Libya,Middle East and North Africa,Generosity,2020,-0.085054487
541,Lithuania,Central and Eastern Europe,Generosity,2020,-0.219725296
542,Luxembourg,Western Europe,Generosity,2020,-0.004620588
543,Macedonia,Central and Eastern Europe,Generosity,2020,-0.019877451
544,Madagascar,Sub-Saharan Africa,Generosity,2020,-0.011823639
545,Malawi,Sub-Saharan Africa,Generosity,2020,0.021433279
546,Malaysia,Southeast Asia,Generosity,2020,0.114726797
547,Maldives,South Asia,Generosity,2020,0.038085498
548,Mali,Sub-Saharan Africa,Generosity,2020,-0.044366926
549,Malta,Western Europe,Generosity,2020,0.214965805
550,Mauritania,Sub-Saharan Africa,Generosity,2020,-0.106008142
551,Mauritius,Sub-Saharan Africa,Generosity,2020,-0.018318573
552,Mexico,Latin America and Caribbean,Generosity,2020,-0.175266623
553,Moldova,Commonwealth of Independent States,Generosity,2020,-0.037741039
554,Mongolia,East Asia,Generosity,2020,0.098093867
555,Montenegro,Central and Eastern Europe,Generosity,2020,-0.075600356
556,Morocco,Middle East and North Africa,Generosity,2020,-0.240377247
557,Mozambique,Sub-Saharan Africa,Generosity,2020,0.032375868
558,Myanmar,Southeast Asia,Generosity,2020,0.560663998
559,Namibia,Sub-Saharan Africa,Generosity,2020,-0.18530646
560,Nepal,South Asia,Generosity,2020,0.154168829
561,Netherlands,Western Europe,Generosity,2020,0.20761244
562,New Zealand,North America and ANZ,Generosity,2020,0.191598073
563,Nicaragua,Latin America and Caribbean,Generosity,2020,0.020959141
564,Niger,Sub-Saharan Africa,Generosity,2020,0.013860817
565,Nigeria,Sub-Saharan Africa,Generosity,2020,0.033745807
566,North Cyprus,Western Europe,Generosity,2020,0.000227159
567,North Macedonia,Central and Eastern Europe,Generosity,2020,
